Variance,Skewness,Kurtosis,Entropy,authentication
2030.5667422177728,5.293682970633828,26.023079393578616,8.54927308487965,0
3502.3592777343742,3.816550331551924,12.5660564332691,9.120415664448197,0
3093.807720902345,4.125262377569017,15.017789683786383,8.98894529119609,0
3636.634388871093,3.725660165586883,11.880543669440875,9.160519676992227,0
3235.6785216708986,4.012013037366383,14.09624861199783,9.036344063928219,0
3079.5417718505864,4.137046579625254,15.115154401989024,8.984066927653046,0
2758.9223159999997,4.423684604233659,17.568985477733914,8.868413284672005,0
1872.7377777333982,5.542733315544825,28.7218926072505,8.465689348549121,0
1501.084118663086,6.270461832963473,37.318691598651625,8.23827262463303,0
1948.7111004843748,5.419244354027861,27.368209368662832,8.50673873351238,0
1617.7833279052738,6.016135539669797,34.19388683167799,8.315077007294105,0
3852.6946734375006,3.588564805469608,10.87779736305513,9.222268942841454,0
3467.057398277344,3.8412364717462055,12.75509763187324,9.109635667854553,0
2014.5947937099606,5.317608691655596,26.276962197571123,8.541105011462552,0
1683.2711230224606,5.884737930504882,32.6301405107229,8.355850041007475,0
3541.566302147462,3.7895277152188833,12.360520304412052,9.13227071655426,0
2938.664459100586,4.257628289913122,16.127398655068543,8.934718614016766,0
4097.838425589843,3.4450140757407826,9.868121982052115,9.28859686994195,0
3445.059143592774,3.8567936656912236,12.87485737971595,9.102866513670952,0
2205.2888994375007,5.048359403504882,23.48593266695618,8.6347984334905,0
1853.2348421835943,5.575598289741786,29.087296288571594,8.454892165218858,0
3827.477163084961,3.6040251818998437,10.988997511768199,9.21522840604896,0
3348.549254496094,3.9266852763698585,13.418857259659845,9.072686206677387,0
2301.8484234374996,4.924331065537999,22.249036443022586,8.679312040892672,0
1893.7555468593744,5.507861026793527,28.336533090471075,8.477204183199875,0
2243.8017337148435,4.997982914164774,22.979833210283022,8.652772485658058,0
1875.0313720458985,5.53890059058182,28.679419752347606,8.46695197497949,0
3915.095264437499,3.5508859820376175,10.608791257431257,9.239510749275963,0
3251.313714339843,3.999951008472555,13.9996080701806,9.041448235493887,0
3987.226318359375,3.5083228688089143,10.308329351807613,9.259130536145616,0
3577.482962499025,3.7651277788782647,12.17618719128078,9.143024664691316,0
4184.146402734375,3.397175915760322,9.540804202621977,9.311090275076326,0
3652.384744371094,3.7152976375519096,11.803436535598799,9.165133779138108,0
2511.5379928505868,4.6787295488631715,19.890510191405397,8.770128527538184,0
2224.551923217772,5.023007629201839,23.230605643019835,8.643825842349603,0
3914.387050746094,3.551309084918912,10.611796216627601,9.239316480212702,0
3528.2642623593747,3.7986500210094154,12.429741982114836,9.128262260940577,0
4133.661968109374,3.424996952309814,9.730604123331519,9.29798488182823,0
3678.8517989999996,3.6980199922701265,11.67535186322954,9.172846167548602,0
4391.281213558595,3.2875144528222258,8.807751277515017,9.363404747703019,0
3861.567982397461,3.5831570848422154,10.83901469465497,9.224736252259914,0
2534.697357811523,4.653380522061281,19.65395028309931,8.77971129020447,0
2258.8903785585944,4.9785798632827065,22.786257455084055,8.659733878198347,0
2499.5771317880854,4.691950582132096,20.014400265169677,8.765146421639024,0
2203.021792652344,5.051363809230667,23.51627633320535,8.633731007664188,0
2483.122453936524,4.710285286987588,20.18678748481176,8.758255243232792,0
2198.109100561523,5.057889294269189,23.582244113082876,8.631414335506262,0
4420.428344683594,3.272630882979639,8.710112896232085,9.370586721118281,0
4028.852671558593,3.484225981694017,10.139830691511628,9.270305953143616,0
4358.621685937502,3.304346687767221,8.918707032958215,9.35530614222637,0
3973.0996371093743,3.5165771643536434,10.366314952853513,9.255313737618916,0
4581.474512484376,3.1926523244804392,8.19302886501035,9.409519045836559,0
4079.5551024960937,3.4553202558373552,9.939238070399922,9.283776690049363,0
2478.6331076162105,4.715317325554346,20.234217480673003,8.756367559802975,0
2139.8472695302735,5.136894272682775,24.387682768721117,8.603554357064281,0
2902.223069859376,4.290132687830043,16.405238479187847,8.921591063563977,0
2605.175570214844,4.578201617425344,18.959930049796043,8.808369153122275,0
2854.6641277646477,4.333418006386976,16.778511618078873,8.904222737368716,0
2517.142855746093,4.672564649125762,19.832860400259758,8.772455372611907,0
2540.297496234374,4.6472998201730205,19.597395618580187,8.782015969721936,0
2152.342089984376,5.119694870725859,24.211275569336657,8.609590040682205,0
4259.326415405273,3.35656050475804,9.266498422101538,9.330343164370879,0
3755.235111996094,3.6490857195924944,11.315826588933863,9.194820560318146,0
4636.514923734374,3.1661557716947923,8.024542370636244,9.422544303252007,0
4177.4912946474615,3.400817851566656,9.565562059534448,9.30937089543914,0
4978.9250724375,3.0099913476195876,7.06004791274478,9.50061907027523,0
4421.121887109375,3.2722783068341235,8.707805317377206,9.370757093382087,0
4513.872774937498,3.2257696581556448,8.40558988747758,9.393328373313297,0
3984.7547358896495,3.5097642014843466,10.318444750021058,9.258463647157908,0
4385.725314996093,3.290366232696182,8.826509945267262,9.362030885216615,0
3800.455394405274,3.620744627421416,11.10979165700105,9.207636720401869,0
4749.625047621093,3.11296552826987,7.6905543801965095,9.448884719866415,0
4122.780011499023,3.431052985652939,9.772124590357956,9.29514097366865,0
2356.7684469960946,4.857030591722133,21.59074616892465,8.703838719690246,0
2111.050277709961,5.177084447859731,24.8022033802711,8.589513852995864,0
2328.9458039999995,4.890844276600885,21.92035773795965,8.691482576512929,0
2071.2166866210932,5.233984203114482,25.39459063845193,8.569785641535407,0
2437.8213779648445,4.761660031801286,20.673406258453817,8.739055922830723,0
2107.2590154052727,5.18243388554755,24.857620978071495,8.587651655064798,0
2915.112078975585,4.27857160029553,16.30617493885545,8.926251835034535,0
2571.637148437501,4.613615611888635,19.285449014262547,8.794824928014515,0
3933.5016879843756,3.539925436725231,10.53107209757432,9.244548543305918,0
3433.511516405272,3.8650145571326395,12.938337526847205,9.099297073182859,0
4373.219788277343,3.2968026000345905,8.868907383594829,9.358932776026009,0
3763.786956152344,3.6436907988615856,11.276482637708577,9.197255132427527,0
4832.902239996096,3.074841186005252,7.45464831915419,9.46792399660393,0
4133.661968109374,3.424996952309815,9.730604123331519,9.297984881828228,0
2446.0634694374994,4.752213098864368,20.583529337018078,8.742574237670638,0
2159.9120159999998,5.109343691676382,24.105392959673246,8.61323037961318,0
2522.7465756240244,4.666420303836542,19.775478452057953,8.774776816043987,0
2236.6317800302736,5.007268081875082,23.07273364376494,8.649448770536708,0
2539.5508771523437,4.648109418185843,19.60492116342793,8.781708985836179,0
2203.0217926523437,5.0513638092306685,23.51627633320536,8.633731007664188,0
2463.663336600586,4.732190028965118,20.3936224702369,8.750049421584238,0
2132.2719586318367,5.147391662066327,24.495640922709985,8.599878558034845,0
2378.931433374024,4.830496950635212,21.33370079009609,8.713582005421628,0
2109.1547100585935,5.17975736374881,24.829886347310012,8.58858318750291,0
2446.812628558593,4.751356654352717,20.575390056861853,8.742893471512138,0
2286.4062026162105,4.94366547977316,22.439828375900767,8.672314828283538,0
4475.501560538085,3.2448571351383526,8.529097827458266,9.384041546476526,0
4024.6227140273436,3.4866594285383985,10.156793970615706,9.269175157697072,0
2967.340788905273,4.232441359202948,15.91355985909168,8.94494150776486,0
2640.5325964599615,4.541554117260116,18.625713800002313,8.82246957226897,0
4653.688381839844,3.1579720940775413,7.972787746972493,9.426580146973599,0
4256.533225889649,3.35805248415656,9.276516486350056,9.329633378164166,0
4553.560720186524,3.2062491452745876,8.280033581574033,9.402859753746583,0
4137.522134053712,3.4228537816193203,9.71592801034569,9.298992069570744,0
2465.5350024843747,4.730072539994263,20.373586233607767,8.750841375375535,0
2184.8783545898436,5.075567190433293,23.761382304602883,8.62515033292133,0
2387.9418257021484,4.8198094219429874,21.230562863850388,8.717518372649767,0
2133.408384808593,5.1458134899430155,24.479396473279525,8.600430789986293,0
3816.8141807021475,3.6106037508092945,11.036459445358142,9.212238569259261,0
3495.158775,3.8215579331190797,12.604305036185378,9.11822508306838,0
2420.579968734375,4.781568437558796,20.86339672305847,8.731659201536758,0
2131.1354867343766,5.148971096385204,24.511903351410258,8.59932602095476,0
4210.748495999998,3.38269458077104,9.442622626777764,9.317938382574203,0
3780.8818660898432,3.6329559051789184,11.198368608974368,9.202106567049078,0
4462.697246484374,3.251274293218389,8.570784529742733,9.380926672551716,0
4080.6102829833985,3.4547237861553004,9.935116438627208,9.284055409798466,0
2708.5121724374985,4.4729906633904255,18.007645474777906,8.849083518532339,0
2468.5294037343747,4.726689567902915,20.34159427132227,8.752107198329362,0
2804.8026148593763,4.37989150308223,17.183449578771924,8.885717651712115,0
2532.0835687148438,4.656225084511855,19.68043203763743,8.77863395266279,0
4991.445938452149,3.0045444319191343,7.02728724337628,9.50338305067006,0
4482.074046234376,3.241572527053523,8.507792448148173,9.385637313833174,0
2739.2883601552735,4.442737567950408,17.737917097677936,8.860924729719041,0
2497.3338912099607,4.694440095330972,20.03776780865105,8.764209507142004,0
4204.100723545897,3.3863020264100134,9.467041414068568,9.316230747233616,0
3858.3739569375016,3.5851017151740425,10.852954308143874,9.223848722000975,0
4464.0818319375,3.2505792154901982,8.566265236176879,9.381263883817766,0
4138.925678358399,3.42207519025378,9.71059860775044,9.299358068293836,0
4557.698199975586,3.2042269212429044,8.267070162817786,9.4038491181607,0
4228.233870902344,3.3732419772221385,9.378761436893521,9.322418275381533,0
2789.6411597958972,4.394251881053219,17.30944959413975,8.880029117468442,0
2577.602541937501,4.6072693028908605,19.226930429360454,8.797246236703526,0
2850.2357423818357,4.337499554428933,16.813902384671174,8.902591637374087,0
2558.583316186524,4.627575475762147,19.414454783875254,8.789507786736896,0
2760.4035448593745,4.422254898982099,17.556338391571156,8.868976189274543,0
2455.05203775,4.741961650240825,20.486200292354674,8.74639833410904,0
4675.308856514649,3.1477249018697497,7.908172057850923,9.431642228411022,0
4362.098237402345,3.302547041768807,8.906816963095896,9.356170820187725,0
4794.714195433594,3.092217552245899,7.561809390417626,9.45922963970881,0
4435.681584058595,3.264893316034502,8.65952836508677,9.374328222081632,0
4347.145461788085,3.310300831696541,8.958091596330812,9.352447388601012,0
3897.029467749024,3.561711115196588,10.685786068114927,9.234545060672998,0
4870.3463274375,3.0579742630702746,7.351206593600182,9.476390144300852,0
4346.449755249025,3.3106624466915338,8.960485835933577,9.352273867864849,0
4362.098237402345,3.302547041768807,8.906816963095896,9.356170820187721,0
4046.4696204843744,3.4741277138565625,10.069563372186224,9.275003885301905,0
4345.406157339843,3.3112050320086017,8.964078763999083,9.35201353029233,0
4049.9914862460932,3.47211596969292,10.055589306996595,9.275940829060131,0
2590.647306249024,4.5934632367863175,19.099904507707425,8.802522498284421,0
2427.3278873085937,4.7737529330912345,20.788717066197158,8.734560089952993,0
2830.2989554599612,4.355984941602397,16.974604811466843,8.89521858376562,0
2508.1745264648443,4.682438404339227,19.92522941043091,8.768729817231666,0
2825.8665466552725,4.3601193539803695,17.01064078095419,8.893572718629304,0
2562.6866197499994,4.6231765979219395,19.37376185557308,8.791181936736017,0
3183.9792981240234,4.052475466604078,14.422557407427938,9.019300924562506,0
2889.6963592148436,4.30143746133222,16.50236423375218,8.917042560738764,0
3318.8368224375004,3.9487602827345945,13.59270777050219,9.06323150693797,0
3033.7655053710946,4.175375363602873,15.433759426981823,8.968268810776452,0
3428.818806937501,3.868366152590365,12.964256690506776,9.097843340749035,0
3053.5505909999997,4.158711598365666,15.29488215838111,8.975124239427702,0
2487.9850869375,4.704849287437291,20.13560681749917,8.76029622047005,0
2305.9900053896486,4.919176849916949,22.19830088075883,8.681181041521686,0
2623.045903277344,4.559592372271314,18.78988260127473,8.815518423966498,0
2347.747935152344,4.867931313390751,21.69675527189021,8.699848026000312,0
3704.9339335693344,3.681157460651411,11.55092025010954,9.18039649560311,0
3022.400707655273,4.185015461398029,15.514354412140555,8.964311948124514,0
2533.20379452246,4.655005447232844,19.66907571376743,8.77909581088053,0
2251.347072152344,4.988257006139464,22.88270795929944,8.656259239539237,0
3436.0380043593755,3.8632126963152125,12.924412336971063,9.100078977718647,0
3072.9548815927737,4.142513103691682,15.160414814257305,8.981807323377536,0
3741.3321243662112,3.657891894850528,11.380173114413184,9.190851695392322,0
3354.704874061524,3.922145482266121,13.383225184060546,9.074635189810808,0
3624.0986737880858,3.7339512934211307,11.942392261641343,9.156834104453042,0
3278.1987984375,3.979395402803801,13.835587771856027,9.050171619823361,0
2887.4851536093747,4.303440054932536,16.519596306397748,8.916237731721479,0
2662.468091859376,4.519162300828643,18.42282790123083,8.831127635012082,0
2857.984936734375,4.330363072391154,16.75204433872897,8.905444318789714,0
2649.829456933594,4.532032115743436,18.539315098129922,8.826147399143556,0
2771.5101704648437,4.411568664010654,17.46193807728075,8.873187904050107,0
2637.9289065585936,4.54422929486235,18.650019884285175,8.821437352166997,0
3479.310516234375,3.8326293379643923,12.68904764222537,9.113388845899731,0
3157.726470389648,4.073370502469204,14.592347250386197,9.010547069270187,0
3968.860047750001,3.5190620439647984,10.383797669273708,9.254165851516214,0
3440.3685474374993,3.86012841075613,12.900591347526639,9.101417964751995,0
3847.3691640380857,3.5918184150686545,10.90115952682629,9.220785629837719,0
3606.538217871094,3.7456314381813507,12.029754870692498,9.151651375627504,0
3327.8991103037115,3.941998777630297,13.539354362838747,9.066123521215774,0
2704.801835777343,4.476670434828289,18.04057818206568,8.847647355711887,0
2336.468180484375,4.881645905427327,21.830466745975386,8.694837158659078,0
2215.1109155273443,5.0353936478724535,23.355189189034217,8.639410824140487,0
2434.823644183594,4.7651071682811965,20.706246325204848,8.737773460327283,0
2307.8723394375006,4.916838612244893,22.175301938862262,8.682029433869173,0
2376.678378084962,4.833178325549636,21.359612726562798,8.71259548774872,0
2246.0655486093747,4.995059996271771,22.95062436635452,8.653819788948063,0
3811.480974984376,3.6139033842710915,11.060297670846056,9.210740291997508,0
3544.4415044443367,3.787562079010765,12.345626502360346,9.133135301067211,0
4026.0327811523443,3.485847853481147,10.151135257619126,9.26955223160803,0
3742.758427420898,3.6569864395691463,11.373549819192625,9.191259484163389,0
4391.628414038086,3.2873363962798337,8.806580582306086,9.363490551469859,0
3967.446688734374,3.5198912221887104,10.389634216041133,9.25378292981902,0
2993.416730859375,4.2098300114006415,15.72266872488953,8.95415696658377,0
2760.7738393740237,4.421897652462009,17.55317884884903,8.869116865929483,0
3098.926946109375,4.121052009618589,14.9830696659814,8.990690709916231,0
2804.4329248740237,4.380240370203827,17.18650570076334,8.885579291282982,0
1994.0462637802739,5.348791863786982,26.60957440211386,8.53050420547591,0
1819.9346328896474,5.632877171708904,29.729305231559294,8.436200032206706,0
1968.1492650380865,5.388752423806991,27.03865268508568,8.51699317141357,0
1884.5860464843754,5.523006278099325,28.503598347924576,8.472195825485501,0
4497.287498437499,3.233993722529024,8.45871539735713,9.389323027504622,0
4023.212565621093,3.48747143023531,10.16245697670752,9.26879794154775,0
2051.4688379648446,5.2627750509189895,25.6968012365754,8.559869465696675,0
1870.4440005380857,5.54657308833203,28.764473024209085,8.464425125877582,0
3033.0324399374995,4.175995669998899,15.438939835849542,8.9680140012452,0
2766.6978607177734,4.416191465018404,17.502747055701395,8.871365005136852,0
3108.4314369960944,4.113260362944584,14.918910813371014,8.9939241414114,0
2933.514153975586,4.262188080493622,16.166247233501903,8.932872621931374,0
3158.456071209961,4.072786568761032,14.587590434680262,9.0107912695156,0
2936.457307397461,4.259581016923829,16.144030439737843,8.93392789178263,0
2081.08545975,5.219742664028769,25.24571347868214,8.574707097616844,0
1874.266860928711,5.540177383843691,28.693565444453146,8.46653127661401,0
2192.061531717775,5.065950758320583,23.66385708572887,8.628555659269699,0
1967.0062093593754,5.39053354712526,27.05785192268289,8.516392871245468,0
2007.746929678711,5.327949877857167,26.387049900958203,8.537583881063973,0
1877.3247834755864,5.535074891349767,28.63705405285063,8.468213009194518,0
3554.142911859375,3.7809456730538247,12.295550182584439,9.136047767394327,0
3261.489720433594,3.9921433244712445,13.937208323120323,9.044757931186503,0
3374.6100552773437,3.9075430872486527,13.26889297870473,9.080914824535723,0
3152.618695678709,4.077463712975355,14.62571033063076,9.008835995765455,0
3555.939062381836,3.779723384726327,12.286308865047033,9.136586183387523,0
3324.6370524375,3.9444297345269494,13.558525930620338,9.065083359319043,0
4524.923123437498,3.2203120794416136,8.37040988899757,9.395989718862811,0
4083.4238740927726,3.4531343307347004,9.924136706098587,9.284798282894192,0
3492.6381189755866,3.823314251384275,12.6177318648381,9.117457244496126,0
3254.585007788086,3.9974374026122432,13.979505787803326,9.042513261332681,0
3223.673049902344,4.021329412260582,14.171090241912037,9.03240916348352,0
2982.0346100771476,4.219666091916839,15.805581927272726,8.950143756459262,0
2324.0551696083985,4.8968471539994045,21.979112049632047,8.68929604801586,0
2117.8732696787115,5.167491679110428,24.702970253675517,8.592857095337228,0
2310.1309726523423,4.914036500132529,22.147754724634748,8.683046555502886,0
2097.399355936523,5.196410250601768,25.002679492559142,8.582793648500186,0
2317.2821046474596,4.905190185976239,22.060890760597577,8.686260632531773,0
2133.4083848085934,5.145813489943014,24.479396473279515,8.600430789986293,0
2341.732634964843,4.8752334313522905,21.76790101017499,8.697178688412643,0
2212.844601234374,5.03837808201333,23.385253697312326,8.638348312972706,0
3450.470303109374,3.852954334841348,12.845257106372728,9.104535313079205,0
3116.8363932333996,4.106397477034975,14.862500239399214,8.996775795442296,0
3411.123185381836,3.8810612089051553,13.062636107268343,9.092344813738475,0
3115.0094574375,4.1078870457028565,14.874735980253337,8.996156562033445,0
3478.5899071523445,3.833134380830607,12.692919181505637,9.113168460223909,0
3150.7942491210933,4.078927985597964,14.637653511694253,9.008224187854047,0
2195.085478702148,5.0619158619692,23.622992193655392,8.62998601889136,0
2092.0888861083995,5.203976881310434,25.081375381213498,8.580167990577625,0
3347.462816288086,3.9274877161971604,13.425159760879595,9.072341873818894,0
2731.504920996094,4.450343630609967,17.805558430510686,8.857941984804711,0
2266.431652933594,4.968951066471043,22.690474700983717,8.66319648553608,0
2128.104671484375,5.153189105168882,24.555357953631272,8.597851094433691,0
2216.2440040927736,5.033903147719634,23.340180900621633,8.63994165667529,0
2058.3061862343748,5.252762109009929,25.591509773850422,8.56331312702979,0
2932.778314819337,4.262840459518248,16.171808783305735,8.93260863037757,0
2698.493097577148,4.482943456787447,18.096782036753382,8.845201135339586,0
2939.0322999374994,4.2573030492835775,16.124629253439245,8.934850340289763,0
2757.441005859373,4.425115461365427,17.581646846415346,8.867850063029408,0
3034.498550484375,4.174755281995066,15.428581664545707,8.968523555396352,0
2778.171951234375,4.4051877005393845,17.405678676983477,8.875706444628612,0
2145.148778100586,5.129579205082421,24.31258282121399,8.60611940061064,0
1892.2274999999997,5.510377588549159,28.364261168384882,8.47637119689598,0
2298.835977750001,4.9280883319356015,22.286054607359855,8.67795057029435,0
2147.799159,5.12593183139041,24.275177140061434,8.607399459302385,0
2241.5377359374993,5.0009102590695225,23.009103419266772,8.651724084373843,0
2094.7442454843763,5.200189969242622,25.041975716211585,8.5814816812986,0
2050.7090309999994,5.263890690284408,25.708545199262883,8.559486103606488,0
1768.9530948398444,5.72355047735347,30.759030066813125,8.4069317971587,0
2135.3023268349607,5.143186003250118,24.452362264027908,8.60135049942296,0
1806.910308272461,5.655691322899543,29.98684433992117,8.428799040653642,0
1794.6467558349614,5.677389990889551,30.23275710865287,8.421783006611578,0
1538.6174859374996,6.185625762967681,36.2619660794895,8.263590432617319,0
2698.493097577148,4.482943456787447,18.096782036753385,8.845201135339586,0
2440.444128319336,4.758648998776338,20.644740293555042,8.740176729929082,0
2178.4497468662107,5.084211657496169,23.84920817821991,8.622093601241607,0
1822.9983264052735,5.62754469512264,29.669259295602984,8.437933510430605,0
3508.8379928085938,3.8120566738491886,12.531776084638146,9.122383093217039,0
3056.1142397255862,4.1565633348101345,15.277018756287951,8.976009475021398,0
3843.818189428711,3.593991243929208,10.916773061439818,9.21979553074694,0
3360.859025484375,3.9176181647582156,13.347732084843532,9.076580381796656,0
4315.121929467774,3.3270255640391078,9.069099103769746,9.344434106456884,0
3599.0085743349614,3.7506633694411016,12.06747571086727,9.149421957006766,0
2144.0128243710947,5.1311444352687845,24.32864321558981,8.605570302033648,0
1875.0313720458985,5.53890059058182,28.6794197523476,8.46695197497949,0
2123.9367696474606,5.159003603549046,24.615318181432087,8.59581951187143,0
1849.409187750001,5.582103298558044,29.159877235772605,8.452761331256848,0
2130.3778134023446,5.15002475467383,24.522754973753234,8.598957493218878,0
1931.9303019375,5.44592017315877,27.658046532417607,8.497806477616047,0
3412.568183124023,3.8800211774006326,13.054564337077387,9.09279480812114,0
3056.4804549375003,4.156256660669384,15.274469429358625,8.976135873302546,0
3535.0959082412114,3.793959162267652,12.394126124954665,9.130322663990151,0
3053.916841772461,4.158404537961227,15.292328301336518,8.975250749643573,0
3474.9865569374992,3.8356619512809758,12.712302604504591,9.112065802707844,0
3006.6285509999993,4.198477617224648,15.627214302336355,8.958797346140273,0
1756.2896259521485,5.746657782092443,31.02407566448364,8.399535147948004,0
1531.2693535927735,6.201997211123929,36.464769406789,8.258681496264238,0
2134.923548589845,5.143711220869356,24.457765123697346,8.601166625192416,0
1753.602724371094,5.7515914856673955,31.0808046180017,8.39795910349254,0
2083.362381246094,5.21647053257375,25.21156481721028,8.575839386848969,0
1764.3488371523429,5.7319243454298645,30.85495670173156,8.404248432400102,0
2086.397992089845,5.2121160251809675,25.16615345994822,8.577347114235984,0
1832.1874562021499,5.611627584188655,29.49036414362702,8.443115988019922,0
2953.0064874023437,4.2449889642278045,16.01993130641585,8.939843124278502,0
2660.6098373818363,4.521049168114988,18.439885580513227,8.830396801098097,0
3104.776269984375,4.116252915822909,14.943538067020608,8.99268175089254,0
2783.722177889649,4.399887735719785,17.359012086937398,8.877800393882575,0
3003.6931599375,4.200993897562575,15.648349727357989,8.957768009971161,0
2615.601353589843,4.567323045632539,18.860439803166088,8.812545770172239,0
2090.192048437501,5.206686235667032,25.109581556684574,8.579228582335691,0
1816.1045587880865,5.639561734527375,29.804656557545414,8.434028950155469,0
2156.505800756837,5.11399497730646,24.15294462791572,8.611593866837723,0
1815.721523437498,5.640231353876653,29.81220972525326,8.433811582477187,0
2162.5610100380854,5.105733624739853,24.06851584679909,8.614501373883236,0
1873.50232949121,5.541454958558612,28.707723057733766,8.466110401186919,0
3723.496478077149,3.66925395711561,11.46342460180856,9.185740255107952,0
3171.5854112021484,4.062310236158996,14.502364454802155,9.015176707168932,0
1875.7958628427725,5.537624577955926,28.66528596638149,8.467372496432281,0
1578.4201799912112,6.098873244540925,35.196254852977155,8.289790583181642,0
3693.1467324374994,3.6887581242378777,11.606936499130947,9.176990392294625,0
3217.8502237148437,4.025865201523459,14.207590620837522,9.030495745057118,0
3676.349349975586,3.699646371400676,11.68738327341819,9.172119159155987,0
3271.2985257802734,3.9846490085070925,13.877427720996565,9.04793908261736,0
1879.6180120224606,5.531256195852534,28.594795104157036,8.469472455204826,0
1667.875438256836,5.914957681430225,32.986724373110405,8.346404870435954,0
1979.577307186523,5.371026112879292,26.847921505231287,8.522976436171964,0
1711.7317120693367,5.829909571147904,31.98784560776192,8.373091847441978,0
1936.889288780273,5.438002608601889,27.571872371160946,8.500453867411942,0
1655.9381919374998,5.938667356120798,33.2677699666548,8.339023005744759,0
1865.0911425380866,5.555560091210769,28.864247927053864,8.461469042643873,0
1388.1972261093756,6.545328628088424,40.84132684967393,8.158229916959494,0
1808.059749609376,5.653668397904289,29.9639663534617,8.429454277108231,0
1420.050809496094,6.46456611628161,39.79061507177631,8.181440695719374,0
1773.5566209960948,5.715209236465554,30.66361661658118,8.4096079807363,0
1286.5822090224613,6.822087825842947,44.54088230351456,8.080546965824498,0
3161.009514058594,4.070744393048321,14.570959913534338,9.011645501064285,0
2439.6947964755855,4.759508798457987,20.652924002598997,8.73985662749357,0
3348.911390405273,3.926417883204916,13.416757393551372,9.07280095795412,0
2693.667777750001,4.487755337443892,18.139947968756143,8.843326450242271,0
1925.444177569335,5.456320033319737,27.771428306006293,8.494333897270154,0
1558.3323521865236,6.14225520467194,35.72729899931956,8.276649125421862,0
3417.2638644374997,3.8766456317375835,13.028381354070085,9.09425589295538,0
2761.5144131630873,4.421183374997527,17.546862435354527,8.869398159883518,0
1685.5797746865233,5.880240709364107,32.57723080006289,8.35725915349991,0
1179.5335632333984,7.150365262511271,49.12772338732787,7.991930519852478,0
1605.8256088710937,6.040959284258548,34.49318907406952,8.307459327011946,0
1199.4875639999998,7.085947330716444,48.210649573687455,8.00903068506973,0
1637.059684350586,5.976671677291124,33.720604338133896,8.32724260745779,0
1228.8076794052731,6.994079622235894,46.91714976217534,8.033658427886149,0
3838.490775,3.597256139356877,10.94025173214074,9.218308541625358,0
3092.7106145302737,4.126165959135081,15.025245522325118,8.988570876215118,0
3822.857098734376,3.606872515671041,11.009529344303154,9.213933907486313,0
3016.1663265585935,4.190325087053824,15.558824335192643,8.9621353900666,0
3888.1688589843757,3.5670450948106573,10.72381070841278,9.232101863757695,0
3109.8933615585947,4.112064819238337,14.909077077617617,8.994420665751294,0
3856.5993205458985,3.5861831091207326,10.860709292142834,9.223355309053677,0
3410.0393837343745,3.881841666330694,13.068694722461057,9.092007185014316,0
3855.5344777500004,3.5868323038458136,10.865365975911867,9.223059144383958,0
3430.2628089843756,3.867334159943826,12.956273504668424,9.098290868167561,0
3939.162439359375,3.5365684233133674,10.507316212777196,9.246093541682002,0
3577.482962499024,3.765127778878266,12.176187191280784,9.143024664691316,0
3417.6250351318354,3.876386262558284,13.026370456550584,9.09436819572376,0
2843.960944183594,4.343298060057146,16.864238038496165,8.900276348631271,0
2336.844245967773,4.881187153043411,21.825988023036075,8.695004592732305,0
2086.7774205849614,5.211572379929927,25.16048667124847,8.577535420422398,0
2447.1872004990223,4.750928579581556,20.57132236828484,8.743053050224676,0
2132.271958631837,5.147391662066324,24.495640922709978,8.599878558034845,0
2377.429416834962,4.832284110404053,21.35096972366349,8.71292443512011,0
2132.271958631837,5.147391662066323,24.495640922709978,8.599878558034845,0
4046.4696204843754,3.474127713856561,10.069563372186218,9.275003885301905,0
3652.026890967774,3.7155324049018486,11.805181051875715,9.16502914926618,0
4014.044619749999,3.492759868182276,10.199371496784675,9.266342562091467,0
3683.855950277345,3.694772206612962,11.651341658759618,9.174298600628918,0
4038.0150699843757,3.478966634961507,10.1032088471754,9.272751632097581,0
3610.481422772462,3.7430019484290353,12.010063585943552,9.152817185732514,0
2255.4961421396492,4.982928569794108,22.82957713167037,8.658171784675808,0
1976.9111729648423,5.375148500777997,26.892221405415913,8.521583539717529,0
2407.829409527344,4.796420614246653,21.005650708770258,8.726156679156613,0
2084.880227308593,5.214292090086879,25.188842000742603,8.576593534697684,0
2302.6014840585926,4.923392901178907,22.23979765937881,8.679652119113943,0
1967.7682515585948,5.3893459591380735,27.045049867277882,8.5167931113949,0
2693.6677777500013,4.487755337443893,18.139947968756143,8.843326450242271,0
2561.194580484375,4.624774966713617,19.38854349274095,8.79057347915716,0
3417.625035131836,3.8763862625582837,13.026370456550577,9.094368195723762,0
2801.8449527343746,4.38268437311895,17.207922314381044,8.884610231886874,0
2779.6521234374995,4.403772824565119,17.393215090378238,8.876265259954689,0
2623.4180774208976,4.559206702576338,18.786365756816988,8.815666824946215,0
3687.7870849130863,3.692225013542157,11.632525550626388,9.175438319966918,0
3496.9590911865234,3.8203045828288,12.594727105582724,9.118773178450692,0
4058.793928116209,3.4670980682046006,10.020769014548073,9.278279354984376,0
3848.079297999022,3.5913842102355824,10.89804054552946,9.220983532074662,0
3768.061780933594,3.6410002276239957,11.256882657557986,9.198470199405696,0
3556.2982772460946,3.7794790381851544,12.284461800080974,9.136693831807886,0
4062.6659966835923,3.4648953591518707,10.005499849872177,9.279306576440906,0
3734.9127547646485,3.6619728607034303,11.410045232528457,9.189014585261432,0
